,id_puesto,puesto,departamento,tipo_puesto,turno,id_empleado,apellido,nombre,email
1543,80-22000,Gerente de mantenimiento,MANTENIMIENTO,Gerencia,,85,LOPEZ,AARON,aaron.lopez@tractchun.com
1544,80-22110,Supervisor de Maquinado,MANTENIMIENTO,Mandos Medios,,7,Montoya,Monica,monica.montoya@tractchun.com
1545,80-22110,Supervisor de Maquinado,MANTENIMIENTO,Mandos Medios,,111,AHUMADA,RENE,rene.ahumada@tractchun.com
1546,80-22110,Supervisor de Maquinado,MANTENIMIENTO,Mandos Medios,,137,MUÑOZ,ROBERTO,roberto.muñoz@tractchun.com
1547,80-22110,Supervisor de Maquinado,MANTENIMIENTO,Mandos Medios,,68,GRIJALVA,PATRICIA,patricia.grijalva@tractchun.com
1548,80-22110,Supervisor de Maquinado,MANTENIMIENTO,Mandos Medios,,87,ARMENTA,RAMON,ramon.armenta@tractchun.com
1549,80-22111,Maquinista,MANTENIMIENTO,Operativo,,457,NAVARRO,GABRIEL,gabriel.navarro@tractchun.com
1550,80-22111,Maquinista,MANTENIMIENTO,Operativo,,521,OCAÑO,GABRIEL,gabriel.ocaño@tractchun.com
1551,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1571,CARRILLO,LETICIA,leticia.carrillo@tractchun.com
1552,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1631,MEDINA,LORENZO,lorenzo.medina@tractchun.com
1553,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1644,MELENDREZ,LUZ,luz.melendrez@tractchun.com
1554,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1676,CARRILLO,VERONICA,veronica.carrillo@tractchun.com
1555,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,590,CRUZ,EDGARD,edgard.cruz@tractchun.com
1556,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,624,HURTADO,ELENA,elena.hurtado@tractchun.com
1557,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,889,AINZA,LOURDES,lourdes.ainza@tractchun.com
1558,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,966,RAMIREZ,VILLARREAL,villarreal.ramirez@tractchun.com
1559,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1395,DOJAQUE,ACUÑA,acuña.dojaque@tractchun.com
1560,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,839,RUIZ,IVONNE,ivonne.ruiz@tractchun.com
1561,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,958,GARCIA,VERONICA,veronica.garcia@tractchun.com
1562,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1487,CAÑEDO,CESAR,cesar.cañedo@tractchun.com
1563,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1511,Moreno,Diego,diego.moreno@tractchun.com
1564,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1657,Barrientos,Margarita,margarita.barrientos@tractchun.com
1565,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1668,GARCIA,RUIZ,ruiz.garcia@tractchun.com
1566,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,552,LOPEZ,DIOGENES,diogenes.lopez@tractchun.com
1567,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,766,CAUDILLO,GALAZ,galaz.caudillo@tractchun.com
1568,80-22200,Supervisor General de Mantenimiento,MANTENIMIENTO,Mandos Medios,,976,CASTRO,ZUÑIGA,zuñiga.castro@tractchun.com
1569,80-22205,Coordinador de Activos,MANTENIMIENTO,Mandos Medios,,307,BRACAMONTE,EDITH,edith.bracamonte@tractchun.com
1570,80-22205,Coordinador de Activos,MANTENIMIENTO,Mandos Medios,,345,AMADOR,ROSARIO,rosario.amador@tractchun.com
1571,80-22205,Coordinador de Activos,MANTENIMIENTO,Mandos Medios,,437,LERMA,VERONICA,veronica.lerma@tractchun.com
1572,80-22205,Coordinador de Activos,MANTENIMIENTO,Mandos Medios,,285,MARTINEZ,DIOS,dios.martinez@tractchun.com
1573,80-22205,Coordinador de Activos,MANTENIMIENTO,Mandos Medios,,499,DANIEL,VINICIO,vinicio.daniel@tractchun.com
1574,80-22205,Coordinador de Activos,MANTENIMIENTO,Mandos Medios,,245,LEON,CAROLINA,carolina.leon@tractchun.com
1575,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,126,Velez,Luz,luz.velez@tractchun.com
1576,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,326,LOPEZ,DIOS,dios.lopez@tractchun.com
1577,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,410,ESCALANTE,ERIKA,erika.escalante@tractchun.com
1578,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,548,COSS,IRENE,irene.coss@tractchun.com
1579,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,701,DUARTE,VILLEGAS,villegas.duarte@tractchun.com
1580,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,767,Mira,Adrian,adrian.mira@tractchun.com
1581,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,798,Agudelo,Alberto,alberto.agudelo@tractchun.com
1582,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,912,BRIBIESCA,ERIKA,erika.bribiesca@tractchun.com
1583,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1034,ARVAYO,SARA,sara.arvayo@tractchun.com
1584,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1038,VALENCIA,LUIS,luis.valencia@tractchun.com
1585,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1084,MONTAÑO,CECILIA,cecilia.montaño@tractchun.com
1586,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1094,BURGOS,MARIA,maria.burgos@tractchun.com
1587,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1107,ROMERO,ELDA,elda.romero@tractchun.com
1588,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1130,Misas,Maria,maria.misas@tractchun.com
1589,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,167,Prisco,Maria,maria.prisco@tractchun.com
1590,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,316,ESCALANTE,RAMSES,ramses.escalante@tractchun.com
1591,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,355,ORCI,ROMERO,romero.orci@tractchun.com
1592,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,400,ROBLES,EDGARD,edgard.robles@tractchun.com
1593,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,444,Loaiza,Sandra,sandra.loaiza@tractchun.com
1594,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,487,DUARTE,GILBERTO,gilberto.duarte@tractchun.com
1595,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,520,GALLEGO,GUADALUPE,guadalupe.gallego@tractchun.com
1596,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,530,IBARRA,VERONICA,veronica.ibarra@tractchun.com
1597,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,578,RAMIREZ,JAIME,jaime.ramirez@tractchun.com
1598,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,793,Piedrahita,Genni,genni.piedrahita@tractchun.com
1599,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,861,BURGOS,GERARDO,gerardo.burgos@tractchun.com
1600,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,921,FIMBRES,IGNACIO,ignacio.fimbres@tractchun.com
1601,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,950,RAMIREZ,FERMIN,fermin.ramirez@tractchun.com
1602,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,977,SANTOSCOY,GUADALUPE,guadalupe.santoscoy@tractchun.com
1603,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1177,MONTAÑO,HERNANDEZ,hernandez.montaño@tractchun.com
1604,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1223,JUAREZ,LUZ,luz.juarez@tractchun.com
1605,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,560,MIRANDA,VERONICA,veronica.miranda@tractchun.com
1606,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,572,LAGUNA,VICTOR,victor.laguna@tractchun.com
1607,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,783,RAMIREZ,DOMINGUEZ,dominguez.ramirez@tractchun.com
1608,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,873,LEON,CARMEN,carmen.leon@tractchun.com
1609,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1153,MONGE,GABRIELA,gabriela.monge@tractchun.com
1610,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1173,TORRES,ROSA,rosa.torres@tractchun.com
1611,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,148,SALAZAR,MANUEL,manuel.salazar@tractchun.com
1612,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,672,Villegas,Luz,luz.villegas@tractchun.com
1613,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,707,RUIZ,CONCEPCION,concepcion.ruiz@tractchun.com
1614,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,882,Martinez,Carmen ,carmen .martinez@tractchun.com
1615,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,953,Puerta,Liliana,liliana.puerta@tractchun.com
1616,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,692,LEON,VERONICA,veronica.leon@tractchun.com
1617,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,990,PORCHAS,ALBERTO,alberto.porchas@tractchun.com
1618,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1163,ROMERO,ROMERO,romero.romero@tractchun.com
1619,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1188,PATIÑO,LORENIA,lorenia.patiño@tractchun.com
1620,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1311,RIVERA,RUBEN,ruben.rivera@tractchun.com
1621,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,256,SANTILLANEZ,MARIA,maria.santillanez@tractchun.com
1622,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,270,AHUMADA,ORTIZ,ortiz.ahumada@tractchun.com
1623,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,391,JIMENEZ,ROSARIO,rosario.jimenez@tractchun.com
1624,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,537,CARREON,CONCEPCION,concepcion.carreon@tractchun.com
1625,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,639,VAZQUEZ,LOURDES,lourdes.vazquez@tractchun.com
1626,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1063,OCHOA,VERONICA,veronica.ochoa@tractchun.com
1627,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1391,DIAZ,YOLBA,yolba.diaz@tractchun.com
1628,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,427,CARREON,FERNANDEZ,fernandez.carreon@tractchun.com
1629,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,851,CASTELLANOS,ARACELI,araceli.castellanos@tractchun.com
1630,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1056,CHEW,SERGIO,sergio.chew@tractchun.com
1631,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,468,MONTENEGRO,GARCIA,garcia.montenegro@tractchun.com
1632,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1155,PEÑUÑURI,PEDRO,pedro.peñuñuri@tractchun.com
1633,80-22210,Supervisor de Mantenimiento,MANTENIMIENTO,Mandos Medios,,1265,Angulo,Mariana,mariana.angulo@tractchun.com
1634,80-22211,Mecánico,MANTENIMIENTO,Operativo,,237,MORENO,NAVARRO,navarro.moreno@tractchun.com
1635,80-22211,Mecánico,MANTENIMIENTO,Operativo,,32,CARRILLO,ANA,ana.carrillo@tractchun.com
1636,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,31,LEON,VICTOR,victor.leon@tractchun.com
1637,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,587,ABRIL,ALBERTO,alberto.abril@tractchun.com
1638,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,644,COTA,CARLOS,carlos.cota@tractchun.com
1639,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,853,HURTADO,CARMEN,carmen.hurtado@tractchun.com
1640,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,955,Vasquez,Juan ,juan .vasquez@tractchun.com
1641,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1039,GALLEGOS,DUARTE,duarte.gallegos@tractchun.com
1642,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1073,FRANCIS,ALEJANDRO,alejandro.francis@tractchun.com
1643,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1385,CASTRO,GUADALUPE,guadalupe.castro@tractchun.com
1644,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1468,DUARTE,JESUS,jesus.duarte@tractchun.com
1645,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1525,PERAZA,CARLOS,carlos.peraza@tractchun.com
1646,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1584,CEBALLOS,LOPEZ,lopez.ceballos@tractchun.com
1647,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1764,MACEN,EDELMIRA,edelmira.macen@tractchun.com
1648,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1852,VASQUEZ,GILA,gila.vasquez@tractchun.com
1649,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1862,TEQUIDA,MANUEL,manuel.tequida@tractchun.com
1650,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1870,VELARDE,FIGUEROA,figueroa.velarde@tractchun.com
1651,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1954,ACOSTA,GONZALEZ,gonzalez.acosta@tractchun.com
1652,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1994,Cárdenas,Hernado,hernado.cárdenas@tractchun.com
1653,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,604,OCHOA,ALEJANDRO,alejandro.ochoa@tractchun.com
1654,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,617,SANDOVAL,ANGELICA,angelica.sandoval@tractchun.com
1655,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,751,Pemberthy,Diego,diego.pemberthy@tractchun.com
1656,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,815,Barrientos,Bryan,bryan.barrientos@tractchun.com
1657,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,832,GONZALEZ,CARLOS,carlos.gonzalez@tractchun.com
1658,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,948,ESCALANTE,JUAN,juan.escalante@tractchun.com
1659,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,988,DURAN,LUIS,luis.duran@tractchun.com
1660,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1115,GRAJEDA,ERIKA,erika.grajeda@tractchun.com
1661,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1221,SANTACRUZ,DORA,dora.santacruz@tractchun.com
1662,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1292,LIMON,EDMUNDO,edmundo.limon@tractchun.com
1663,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1308,ORTIZ,RAMON,ramon.ortiz@tractchun.com
1664,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1364,Prisco,Felipe,felipe.prisco@tractchun.com
1665,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1423,CORRAL,HEBERTO,heberto.corral@tractchun.com
1666,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1482,GARCIA,ALFONSO,alfonso.garcia@tractchun.com
1667,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1555,ALMARAZ,LOPEZ,lopez.almaraz@tractchun.com
1668,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1620,TEQUIDA,LUIS,luis.tequida@tractchun.com
1669,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1771,ROMERO,GABRIEL,gabriel.romero@tractchun.com
1670,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1896,SALAZAR,ROBERTO,roberto.salazar@tractchun.com
1671,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1910,ROMO,VILLARREAL,villarreal.romo@tractchun.com
1672,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,717,VILLANUEVA,CARLOS,carlos.villanueva@tractchun.com
1673,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,749,ESPINOZA,ALBERTO,alberto.espinoza@tractchun.com
1674,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,757,Lopera,Alejandro,alejandro.lopera@tractchun.com
1675,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,799,SANDOVAL,ANTONIA,antonia.sandoval@tractchun.com
1676,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,942,MIRANDA,ENRIQUE,enrique.miranda@tractchun.com
1677,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1157,GRACIA,FELIX,felix.gracia@tractchun.com
1678,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1162,ARVAYO,CRISTINA,cristina.arvayo@tractchun.com
1679,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1365,GALLARDO,VERONICA,veronica.gallardo@tractchun.com
1680,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1719,VALENZUELA,LUIS,luis.valenzuela@tractchun.com
1681,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1812,Amaya,Egidio,egidio.amaya@tractchun.com
1682,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1835,RUELAS,MANUEL,manuel.ruelas@tractchun.com
1683,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1865,QUINTANA,LOURDES,lourdes.quintana@tractchun.com
1684,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1939,ARVALLO,HAYDEE,haydee.arvallo@tractchun.com
1685,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,55,JUVERA,VICTOR,victor.juvera@tractchun.com
1686,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,634,DOMINGUEZ,BELDUCEA,belducea.dominguez@tractchun.com
1687,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1174,JIMENEZ,MANUEL,manuel.jimenez@tractchun.com
1688,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1333,BRICKNER,RITA,rita.brickner@tractchun.com
1689,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1352,DIAZ,ERICA,erica.diaz@tractchun.com
1690,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1689,Loaiza,Diego,diego.loaiza@tractchun.com
1691,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1751,LARA,GABRIEL,gabriel.lara@tractchun.com
1692,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1792,PEÑUÑURI,GERARDO,gerardo.peñuñuri@tractchun.com
1693,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1797,BALDENEGRO,EDUARDO,eduardo.baldenegro@tractchun.com
1694,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1908,MOYON,GERARDO,gerardo.moyon@tractchun.com
1695,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1958,Pineda,Ines,ines.pineda@tractchun.com
1696,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,734,CARREON,ALBERTO,alberto.carreon@tractchun.com
1697,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1198,MEDINA,MARIA,maria.medina@tractchun.com
1698,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1246,GARCIA,FRANCISCO,francisco.garcia@tractchun.com
1699,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1293,VALENZUELA,PABLO,pablo.valenzuela@tractchun.com
1700,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1304,ROMO,ENRIQUE,enrique.romo@tractchun.com
1701,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1389,VALLES,VERONICA,veronica.valles@tractchun.com
1702,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1401,LOPEZ,ALBERTO,alberto.lopez@tractchun.com
1703,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1448,VELARDE,ALEJANDRO,alejandro.velarde@tractchun.com
1704,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1680,SANDOVAL,CARLOS,carlos.sandoval@tractchun.com
1705,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1711,DE_LA_ROSA,EDGARD,edgard.de_la_rosa@tractchun.com
1706,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1746,Zapata,Elena,elena.zapata@tractchun.com
1707,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1783,AMAYA,EDMUNDO,edmundo.amaya@tractchun.com
1708,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1786,Prisco,Jaime,jaime.prisco@tractchun.com
1709,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1829,Arango,Egidio,egidio.arango@tractchun.com
1710,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1857,SILVA,ESTHELA,esthela.silva@tractchun.com
1711,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,867,KETCHUL,CRUZ,cruz.ketchul@tractchun.com
1712,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,914,MONTIEL,DORA,dora.montiel@tractchun.com
1713,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1100,CARRILLO,ERENDIDA,erendida.carrillo@tractchun.com
1714,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1212,MORENO,FERNANDEZ,fernandez.moreno@tractchun.com
1715,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1279,MACHADO,MARQUEZ,marquez.machado@tractchun.com
1716,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1353,OLGUIN,RODRIGUEZ,rodriguez.olguin@tractchun.com
1717,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1451,SAAVEDRA,IRENE,irene.saavedra@tractchun.com
1718,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1664,VIVANCO,CARLOS,carlos.vivanco@tractchun.com
1719,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1726,RODRIGUEZ,DUARTE,duarte.rodriguez@tractchun.com
1720,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1845,BANDA,LILIA,lilia.banda@tractchun.com
1721,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1183,ISLAS,DORA,dora.islas@tractchun.com
1722,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1672,LUNA,DANIEL,daniel.luna@tractchun.com
1723,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1900,MOLINA,GABRIELA,gabriela.molina@tractchun.com
1724,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1983,Taborda,Jeisson,jeisson.taborda@tractchun.com
1725,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,777,OLIVAS,ALFONSO,alfonso.olivas@tractchun.com
1726,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,826,CELADA,DORA,dora.celada@tractchun.com
1727,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1270,SOTO,GABRIELA,gabriela.soto@tractchun.com
1728,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1436,CONTRERAS,ALEJANDRO,alejandro.contreras@tractchun.com
1729,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1700,NORIEGA,FELIX,felix.noriega@tractchun.com
1730,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1842,ORTEGA,ENRIQUE,enrique.ortega@tractchun.com
1731,80-22220,Ingeniero de Procesos,MANTENIMIENTO,Operativo,,1904,RUIZ,GUADALUPE,guadalupe.ruiz@tractchun.com
1732,80-22600,Supervisor de tool crib,MANTENIMIENTO,Mandos Medios,,1981,BURGOS,CARLOS,carlos.burgos@tractchun.com
1733,80-22600,Supervisor de tool crib,MANTENIMIENTO,Mandos Medios,,1923,SANDOVAL,ANTONIO,antonio.sandoval@tractchun.com
1734,80-22600,Supervisor de tool crib,MANTENIMIENTO,Mandos Medios,,1966,JIMENEZ,BLANCA,blanca.jimenez@tractchun.com
1735,80-22610,Capturista de Tool Crib,MANTENIMIENTO,Administrativo,,240,ROMERO,BALLESTEROS,ballesteros.romero@tractchun.com
1736,80-22610,Capturista de Tool Crib,MANTENIMIENTO,Administrativo,,280,GAMEZ,RAMON,ramon.gamez@tractchun.com
1737,80-22620,Encargado de Tool Crib,MANTENIMIENTO,Operativo,,1815,VELARDE,ALONSO,alonso.velarde@tractchun.com
1738,80-22620,Encargado de Tool Crib,MANTENIMIENTO,Operativo,,1837,Taborda,Amparo,amparo.taborda@tractchun.com
1739,80-22620,Encargado de Tool Crib,MANTENIMIENTO,Operativo,,896,ARVAYO,ANA,ana.arvayo@tractchun.com
1740,80-22620,Encargado de Tool Crib,MANTENIMIENTO,Operativo,,1254,LEON,ANA,ana.leon@tractchun.com
1741,80-22620,Encargado de Tool Crib,MANTENIMIENTO,Operativo,,1873,TOYOS,MORALES,morales.toyos@tractchun.com
1742,80-22620,Encargado de Tool Crib,MANTENIMIENTO,Operativo,,1977,TORRES,NANCY,nancy.torres@tractchun.com
